Età,Anno,Totale maschi,Totale femmine,Totale
6,2003,270076,255358,525434
7,2003,269977,255117,525094
8,2003,271567,257147,528714
9,2003,278853,264414,543267
10,2003,290204,275716,565920
11,2003,292323,276361,568684
12,2003,294399,279464,573863
13,2003,289323,275036,564359
14,2003,292236,276122,568358
15,2003,281176,265849,547025
16,2003,287317,272666,559983
17,2003,296722,282803,579525
18,2003,301442,286613,588055
19,2003,308961,293657,602618
20,2003,319517,306653,626170
21,2003,323067,312238,635305
22,2003,330570,320051,650621
23,2003,341334,332575,673909
24,2003,360179,351576,711755
25,2003,373898,367279,741177
26,2003,394884,389186,784070
27,2003,419024,414434,833458
28,2003,437850,433779,871629
29,2003,439903,435836,875739
30,2003,448219,442410,890629
31,2003,455203,450846,906049
32,2003,451136,445597,896733
33,2003,465028,461043,926071
34,2003,457385,456301,913686
35,2003,460877,458942,919819
36,2003,477416,473160,950576
37,2003,477485,473605,951090
38,2003,483036,479357,962393
39,2003,454341,454837,909178
40,2003,439998,442069,882067
41,2003,433225,435946,869171
42,2003,419136,423380,842516
43,2003,410671,411876,822547
44,2003,392243,394841,787084
45,2003,388256,391550,779806
46,2003,384351,389609,773960
47,2003,378853,385681,764534
48,2003,373916,382940,756856
49,2003,360227,366647,726874
50,2003,357512,367501,725013
51,2003,357837,369751,727588
52,2003,373104,386000,759104
53,2003,375899,386387,762286
54,2003,393241,405584,798825
55,2003,385362,397342,782704
56,2003,386795,402532,789327
57,2003,302262,316371,618633
58,2003,310098,326244,636342
59,2003,313625,334181,647806
60,2003,312448,336164,648612
61,2003,314989,341841,656830
62,2003,346471,378480,724951
63,2003,342175,372755,714930
64,2003,330833,363759,694592
65,2003,304794,339141,643935
66,2003,288470,327779,616249
67,2003,294246,337314,631560
68,2003,283133,329963,613096
69,2003,274779,324493,599272
70,2003,262273,319013,581286
71,2003,260102,322608,582710
72,2003,262663,334410,597073
73,2003,234806,304704,539510
74,2003,224282,299405,523687
75,2003,214050,292910,506960
76,2003,198355,283855,482210
77,2003,186635,276515,463150
78,2003,173240,265108,438348
79,2003,159921,258060,417981
80,2003,144806,247392,392198
81,2003,129717,234367,364084
82,2003,116995,219408,336403
83,2003,70850,133133,203983
84,2003,48660,94892,143552
85,2003,45434,91165,136599
86,2003,50189,104160,154349
87,2003,54627,118198,172825
88,2003,47420,105238,152658
89,2003,40424,91227,131651
90,2003,32581,79856,112437
91,2003,23915,63138,87053
92,2003,18639,51320,69959
93,2003,12293,37424,49717
94,2003,8472,28133,36605
95,2003,5312,18999,24311
96,2003,3718,13536,17254
97,2003,2386,9411,11797
98,2003,1406,6237,7643
99,2003,867,3835,4702
100,2003,1201,5892,7093
0,2004,278646,263677,542323
1,2004,276225,261795,538020
2,2004,272492,258551,531043
3,2004,276432,261075,537507
4,2004,273990,260074,534064
5,2004,271068,255691,526759
6,2004,269528,254912,524440
7,2004,272244,257186,529430
8,2004,271960,256652,528612
9,2004,273769,258991,532760
10,2004,280940,266114,547054
11,2004,292147,277352,569499
12,2004,293603,277577,571180
13,2004,295636,280467,576103
14,2004,290590,276020,566610
15,2004,293625,277257,570882
16,2004,282748,267161,549909
17,2004,288237,273276,561513
18,2004,298093,283976,582069
19,2004,303438,288369,591807
20,2004,311416,295905,607321
21,2004,322643,309940,632583
22,2004,326997,316389,643386
23,2004,336136,325371,661507
24,2004,348128,339312,687440
25,2004,368230,359612,727842
26,2004,382877,376002,758879
27,2004,404474,398072,802546
28,2004,428659,424542,853201
29,2004,448424,442804,891228
30,2004,450364,444881,895245
31,2004,456859,449922,906781
32,2004,462571,456185,918756
33,2004,457971,451459,909430
34,2004,469602,468564,938166
35,2004,463072,462766,925838
36,2004,468023,465602,933625
37,2004,482495,478432,960927
38,2004,481752,478694,960446
39,2004,487346,484752,972098
40,2004,457723,459547,917270
41,2004,443012,446588,889600
42,2004,435760,440128,875888
43,2004,421790,427543,849333
44,2004,412856,416218,829074
45,2004,394084,399170,793254
46,2004,390153,395790,785943
47,2004,385739,393117,778856
48,2004,379828,388804,768632
49,2004,374653,385857,760510
50,2004,360668,369278,729946
51,2004,357415,369567,726982
52,2004,357542,371308,728850
53,2004,372660,387108,759768
54,2004,375286,387904,763190
55,2004,392493,406848,799341
56,2004,384614,398449,783063
57,2004,385746,403026,788772
58,2004,300793,316320,617113
59,2004,308524,326114,634638
60,2004,311934,333825,645759
61,2004,310251,335319,645570
62,2004,312485,340670,653155
63,2004,343399,377030,720429
64,2004,338754,371531,710285
65,2004,327434,362478,689912
66,2004,301424,337787,639211
67,2004,284153,325670,609823
68,2004,289320,334836,624156
69,2004,277868,327241,605109
70,2004,268910,321349,590259
71,2004,255734,315206,570940
72,2004,252750,318217,570967
73,2004,254691,329365,584056
74,2004,226546,299420,525966
75,2004,215526,293746,509272
76,2004,205374,286665,492039
77,2004,189198,276807,466005
78,2004,176881,268535,445416
79,2004,163588,256538,420126
80,2004,148236,248691,396927
81,2004,133013,237164,370177
82,2004,118645,223016,341661
83,2004,103118,207775,310893
84,2004,63598,124334,187932
85,2004,43065,87596,130661
86,2004,39566,83029,122595
87,2004,42904,93491,136395
88,2004,46042,103055,149097
89,2004,39049,88777,127826
90,2004,32661,77057,109718
91,2004,25684,66372,92056
92,2004,18343,51390,69733
93,2004,14038,40661,54699
94,2004,8989,28824,37813
95,2004,5973,20981,26954
96,2004,3605,13889,17494
97,2004,2461,9519,11980
98,2004,1531,6370,7901
99,2004,891,4080,4971
100,2004,1298,5902,7200
0,2005,286668,271832,558500
1,2005,280318,265278,545596
2,2005,277714,263146,540860
3,2005,274944,260601,535545
4,2005,279102,263227,542329
5,2005,276032,261655,537687
6,2005,273850,257911,531761
7,2005,272135,257132,529267
8,2005,274460,259097,533557
9,2005,274212,258543,532755
10,2005,276572,261384,537956
11,2005,283426,268196,551622
12,2005,294367,279228,573595
13,2005,295477,279174,574651
14,2005,297175,281817,578992
15,2005,292249,277460,569709
16,2005,295661,278906,574567
17,2005,285199,269013,554212
18,2005,290868,275284,566152
19,2005,299618,285877,585495
20,2005,305238,290718,595956
21,2005,313582,298673,612255
22,2005,325576,313648,639224
23,2005,330791,320757,651548
24,2005,340859,330586,671445
25,2005,354414,345460,699874
26,2005,375540,366759,742299
27,2005,390856,383265,774121
28,2005,412893,407051,819944
29,2005,437439,431387,868826
30,2005,458047,450310,908357
31,2005,457801,450376,908177
32,2005,463228,453289,916517
33,2005,468201,460369,928570
34,2005,460899,457946,918845
35,2005,474151,473035,947186
36,2005,470096,467856,937952
37,2005,473727,470176,943903
38,2005,486243,482275,968518
39,2005,485593,482353,967946
40,2005,490976,488695,979671
41,2005,460659,462906,923565
42,2005,445520,449790,895310
43,2005,438022,443048,881070
44,2005,423870,430326,854196
45,2005,414488,419149,833637
46,2005,395662,402090,797752
47,2005,391635,398808,790443
48,2005,386663,395331,781994
49,2005,380393,390794,771187
50,2005,375107,387726,762833
51,2005,360983,370766,731749
52,2005,357060,370502,727562
53,2005,356991,372136,729127
54,2005,371915,387512,759427
55,2005,374437,388683,763120
56,2005,391557,407521,799078
57,2005,383681,399049,782730
58,2005,384503,403179,787682
59,2005,299134,315927,615061
60,2005,306795,325806,632601
61,2005,309907,333183,643090
62,2005,307862,334179,642041
63,2005,309759,339406,649165
64,2005,340142,375270,715412
65,2005,335224,370117,705341
66,2005,323834,361028,684862
67,2005,297531,336316,633847
68,2005,279574,323362,602936
69,2005,284005,332101,616106
70,2005,272377,324361,596738
71,2005,262821,318004,580825
72,2005,249060,311399,560459
73,2005,245250,313627,558877
74,2005,246467,324117,570584
75,2005,218297,294109,512406
76,2005,206827,287957,494784
77,2005,196987,280532,477519
78,2005,180024,269595,449619
79,2005,167624,260379,428003
80,2005,153267,247719,400986
81,2005,136382,239120,375502
82,2005,122668,227127,349795
83,2005,108680,211874,320554
84,2005,92784,194478,287262
85,2005,56943,116046,172989
86,2005,37860,80679,118539
87,2005,34425,75875,110300
88,2005,36736,84009,120745
89,2005,38602,90145,128747
90,2005,32179,77023,109202
91,2005,26330,65662,91992
92,2005,20232,55571,75803
93,2005,14184,42065,56249
94,2005,10680,32529,43209
95,2005,6613,22377,28990
96,2005,4264,15791,20055
97,2005,2483,10275,12758
98,2005,1668,6837,8505
99,2005,1005,4406,5411
100,2005,1479,6616,8095
0,2006,284192,266935,551127
1,2006,287042,272025,559067
2,2006,281879,266608,548487
3,2006,279355,264413,543768
4,2006,277441,262690,540131
5,2006,281795,265491,547286
6,2006,278094,263408,541502
7,2006,276553,260177,536730
8,2006,275112,259534,534646
9,2006,277046,261330,538376
10,2006,276727,260691,537418
11,2006,279200,263731,542931
12,2006,286021,270519,556540
13,2006,296917,281367,578284
14,2006,297319,280850,578169
15,2006,299218,283513,582731
16,2006,294591,279275,573866
17,2006,298336,281105,579441
18,2006,288892,271940,560832
19,2006,292517,277242,569759
20,2006,299972,287896,587868
21,2006,305731,293343,599074
22,2006,314109,301605,615714
23,2006,326336,316881,643217
24,2006,331410,324000,655410
25,2006,341988,334113,676101
26,2006,356109,349992,706101
27,2006,377710,371599,749309
28,2006,393742,389662,783404
29,2006,416459,411811,828270
30,2006,441351,435936,877287
31,2006,461266,453706,914972
32,2006,459777,451659,911436
33,2006,464904,455407,920311
34,2006,467438,464536,931974
35,2006,462075,460582,922657
36,2006,477339,475700,953039
37,2006,472784,470222,943006
38,2006,475515,472746,948261
39,2006,487387,484183,971570
40,2006,486880,484224,971104
41,2006,492378,490626,983004
42,2006,461575,464407,925982
43,2006,446377,450933,897310
44,2006,438555,443897,882452
45,2006,424416,431069,855485
46,2006,414955,420317,835272
47,2006,395992,403259,799251
48,2006,392042,399928,791970
49,2006,386670,396119,782789
50,2006,380353,391288,771641
51,2006,374862,388098,762960
52,2006,360499,370966,731465
53,2006,356134,370252,726386
54,2006,356039,371719,727758
55,2006,370733,386857,757590
56,2006,373156,388456,761612
57,2006,390110,407359,797469
58,2006,382254,398942,781196
59,2006,382853,402724,785577
60,2006,297257,315168,612425
61,2006,304815,325030,629845
62,2006,307286,332085,639371
63,2006,305216,332775,637991
64,2006,306656,337812,644468
65,2006,336566,373404,709970
66,2006,331291,368160,699451
67,2006,319595,358951,678546
68,2006,293170,334367,627537
69,2006,274546,320704,595250
70,2006,278203,328968,607171
71,2006,266279,321104,587383
72,2006,255973,314310,570283
73,2006,241826,306840,548666
74,2006,237340,308467,545807
75,2006,237669,317998,555667
76,2006,209551,288040,497591
77,2006,197589,281336,478925
78,2006,187874,273248,461122
79,2006,170586,261379,431965
80,2006,157199,251114,408313
81,2006,142361,237869,380230
82,2006,124189,228040,352229
83,2006,111451,215469,326920
84,2006,98080,198579,296659
85,2006,82922,179652,262574
86,2006,50186,106521,156707
87,2006,32713,73163,105876
88,2006,29349,67976,97325
89,2006,30671,73887,104558
90,2006,31493,77438,108931
91,2006,25952,65223,91175
92,2006,20568,54320,74888
93,2006,15515,45028,60543
94,2006,10572,33072,43644
95,2006,7635,24872,32507
96,2006,4583,16539,21122
97,2006,2831,11240,14071
98,2006,1647,7078,8725
99,2006,1062,4620,5682
100,2006,1544,6994,8538
0,2007,286772,270112,556884
1,2007,285122,267748,552870
2,2007,287756,272591,560347
3,2007,283181,267627,550808
4,2007,280469,265313,545782
5,2007,279460,264439,543899
6,2007,284001,267379,551380
7,2007,279757,264807,544564
8,2007,278803,262072,540875
9,2007,277410,261546,538956
10,2007,279129,263197,542326
11,2007,278806,262371,541177
12,2007,281462,265673,547135
13,2007,288104,272356,560460
14,2007,298835,283180,582015
15,2007,298832,282180,581012
16,2007,300870,284947,585817
17,2007,296764,280948,577712
18,2007,301680,283555,585235
19,2007,291544,274802,566346
20,2007,293109,279226,572335
21,2007,300411,290424,590835
22,2007,306548,296571,603119
23,2007,315034,305090,620124
24,2007,327016,320268,647284
25,2007,332003,327362,659365
26,2007,342606,337644,680250
27,2007,356968,353846,710814
28,2007,379164,376888,756052
29,2007,395887,393743,789630
30,2007,419203,415645,834848
31,2007,442601,438260,880861
32,2007,462439,454605,917044
33,2007,460224,453181,913405
34,2007,463331,459122,922453
35,2007,467274,466619,933893
36,2007,464434,462788,927222
37,2007,478937,477430,956367
38,2007,474035,472148,946183
39,2007,476746,475018,951764
40,2007,488108,485635,973743
41,2007,487497,485734,973231
42,2007,493251,492444,985695
43,2007,462179,465487,927666
44,2007,446767,451975,898742
45,2007,438494,444451,882945
46,2007,424553,431844,856397
47,2007,414912,421228,836140
48,2007,396063,404105,800168
49,2007,392193,400913,793106
50,2007,386436,396592,783028
51,2007,380016,391722,771738
52,2007,374289,388358,762647
53,2007,359774,371017,730791
54,2007,355056,369884,724940
55,2007,354803,371149,725952
56,2007,369328,386128,755456
57,2007,371721,388218,759939
58,2007,388384,407054,795438
59,2007,380597,398676,779273
60,2007,380949,402187,783136
61,2007,295240,314166,609406
62,2007,302549,324137,626686
63,2007,304824,331023,635847
64,2007,302330,331289,633619
65,2007,303552,336232,639784
66,2007,332664,371203,703867
67,2007,326901,366025,692926
68,2007,314914,356823,671737
69,2007,288608,332305,620913
70,2007,269358,317682,587040
71,2007,272415,325689,598104
72,2007,259950,317518,577468
73,2007,248837,310132,558969
74,2007,234543,302067,536610
75,2007,229293,302897,532190
76,2007,228663,311500,540163
77,2007,200616,281460,482076
78,2007,188203,274293,462496
79,2007,178794,265384,444178
80,2007,160877,252818,413695
81,2007,147084,241154,388238
82,2007,129904,227369,357273
83,2007,113418,215783,329201
84,2007,100431,202869,303300
85,2007,88176,184893,273069
86,2007,73670,164603,238273
87,2007,43676,97199,140875
88,2007,27997,65858,93855
89,2007,24918,60276,85194
90,2007,25460,64430,89890
91,2007,25690,66167,91857
92,2007,20481,55024,75505
93,2007,15945,44855,60800
94,2007,11716,36080,47796
95,2007,7690,25859,33549
96,2007,5490,18856,24346
97,2007,3218,12138,15356
98,2007,1869,8019,9888
99,2007,1048,4897,5945
100,2007,1649,7473,9122
0,2008,288756,271944,560700
1,2008,288524,271504,560028
2,2008,286884,269262,556146
3,2008,289244,273756,563000
4,2008,285321,269433,554754
5,2008,282742,267184,549926
6,2008,282598,267034,549632
7,2008,287279,270292,557571
8,2008,282488,267348,549836
9,2008,281966,265015,546981
10,2008,280671,264459,545130
11,2008,282171,265753,547924
12,2008,281692,264971,546663
13,2008,284599,268422,553021
14,2008,291052,274967,566019
15,2008,301582,285630,587212
16,2008,301159,284263,585422
17,2008,303591,287081,590672
18,2008,300965,283930,584895
19,2008,306687,288143,594830
20,2008,296922,281136,578058
21,2008,298392,285748,584140
22,2008,306272,298399,604671
23,2008,312976,305284,618260
24,2008,321290,313449,634739
25,2008,333347,329088,662435
26,2008,338213,336031,674244
27,2008,349221,346436,695657
28,2008,363503,364074,727577
29,2008,386180,385870,772050
30,2008,403625,402587,806212
31,2008,425683,422915,848598
32,2008,447933,443171,891104
33,2008,467245,460251,927496
34,2008,462096,460656,922752
35,2008,466632,465106,931738
36,2008,472354,472826,945180
37,2008,469273,468507,937780
38,2008,482930,483137,966067
39,2008,478400,478454,956854
40,2008,480755,481438,962193
41,2008,490373,489863,980236
42,2008,489613,490036,979649
43,2008,495533,496959,992492
44,2008,463954,469596,933550
45,2008,448265,455810,904075
46,2008,439688,448052,887740
47,2008,425787,435261,861048
48,2008,416045,424935,840980
49,2008,396829,407729,804558
50,2008,392965,404287,797252
51,2008,386760,399249,786009
52,2008,380077,394014,774091
53,2008,374124,390083,764207
54,2008,359231,372385,731616
55,2008,354195,370517,724712
56,2008,353747,371360,725107
57,2008,367886,386054,753940
58,2008,370235,388409,758644
59,2008,386674,407058,793732
60,2008,378750,398634,777384
61,2008,378777,401801,780578
62,2008,292974,313273,606247
63,2008,300216,323161,623377
64,2008,302014,329745,631759
65,2008,299525,329688,629213
66,2008,300281,334244,634525
67,2008,328524,368827,697351
68,2008,322183,363578,685761
69,2008,309955,354476,664431
70,2008,283630,329875,613505
71,2008,263806,314379,578185
72,2008,266016,321952,587968
73,2008,253261,313658,566919
74,2008,241432,305605,547037
75,2008,226560,296773,523333
76,2008,220503,296747,517250
77,2008,219222,304305,523527
78,2008,191462,274199,465661
79,2008,178378,266285,444663
80,2008,168826,256626,425452
81,2008,150518,242848,393366
82,2008,136173,230169,366342
83,2008,117044,215473,332517
84,2008,102624,202735,305359
85,2008,90132,189124,279256
86,2008,78360,169886,248246
87,2008,64516,148854,213370
88,2008,37613,87179,124792
89,2008,23577,58362,81939
90,2008,20626,52648,73274
91,2008,20518,55188,75706
92,2008,20285,55527,75812
93,2008,15939,45437,61376
94,2008,12071,36006,48077
95,2008,8642,28062,36704
96,2008,5502,19552,25054
97,2008,3779,13780,17559
98,2008,2136,8735,10871
99,2008,1196,5447,6643
100,2008,1701,7874,9575
0,2009,293072,277719,570791
1,2009,289814,273207,563021
2,2009,289944,272696,562640
3,2009,288619,270574,559193
4,2009,290529,274598,565127
5,2009,287063,270900,557963
6,2009,284550,268736,553286
7,2009,285368,269411,554779
8,2009,290042,272701,562743
9,2009,285047,269448,554495
10,2009,285051,267642,552693
11,2009,283706,267301,551007
12,2009,285188,268183,553371
13,2009,284612,267326,551938
14,2009,287739,270945,558684
15,2009,294126,277490,571616
16,2009,304613,288086,592699
17,2009,304083,286492,590575
18,2009,307832,290183,598015
19,2009,305747,288569,594316
20,2009,311275,294037,605312
21,2009,302270,288167,590437
22,2009,303779,292740,596519
23,2009,312198,305944,618142
24,2009,319389,313318,632707
25,2009,327373,321096,648469
26,2009,338931,336787,675718
27,2009,343501,343127,686628
28,2009,354598,354893,709491
29,2009,368829,370944,739773
30,2009,392519,393133,785652
31,2009,408717,407674,816391
32,2009,429624,425910,855534
33,2009,450765,446335,897100
34,2009,467613,466356,933969
35,2009,463724,465006,928730
36,2009,470520,469704,940224
37,2009,475456,476920,952376
38,2009,471977,472621,944598
39,2009,485635,487118,972753
40,2009,481082,482952,964034
41,2009,483131,486025,969156
42,2009,491825,493135,984960
43,2009,491003,493334,984337
44,2009,496971,500571,997542
45,2009,464929,472798,937727
46,2009,448893,458766,907659
47,2009,440118,450822,890940
48,2009,426319,438019,864338
49,2009,416395,427813,844208
50,2009,397045,410535,807580
51,2009,393165,407180,800345
52,2009,386619,401415,788034
53,2009,379743,395775,775518
54,2009,373443,391588,765031
55,2009,358474,373597,732071
56,2009,353028,371103,724131
57,2009,352273,371332,723605
58,2009,366470,385951,752421
59,2009,368587,388570,757157
60,2009,384666,407209,791875
61,2009,376669,398578,775247
62,2009,376473,401281,777754
63,2009,290749,312377,603126
64,2009,297684,322370,620054
65,2009,299221,328561,627782
66,2009,296414,328237,624651
67,2009,296493,332433,628926
68,2009,324201,366469,690670
69,2009,317252,361096,678348
70,2009,304583,352068,656651
71,2009,278351,327317,605668
72,2009,257907,311009,568916
73,2009,259341,318016,577357
74,2009,246093,309203,555296
75,2009,233671,300445,534116
76,2009,218239,291121,509360
77,2009,211311,289745,501056
78,2009,209334,296385,505719
79,2009,181457,266101,447558
80,2009,167825,257247,425072
81,2009,157723,246769,404492
82,2009,139637,231758,371395
83,2009,122388,217665,340053
84,2009,105589,202168,307757
85,2009,92900,188729,281629
86,2009,79806,174564,254370
87,2009,68713,153863,222576
88,2009,55639,132046,187685
89,2009,31743,76933,108676
90,2009,19486,50723,70209
91,2009,16651,44873,61524
92,2009,16225,46367,62592
93,2009,15640,45585,61225
94,2009,11878,36675,48553
95,2009,8808,28132,36940
96,2009,6057,21233,27290
97,2009,3764,14415,18179
98,2009,2499,9850,12349
99,2009,1413,6056,7469
100,2009,1811,8347,10158
0,2010,289377,272945,562322
1,2010,292642,277321,569963
2,2010,290510,273807,564317
3,2010,290910,273626,564536
4,2010,289723,271176,560899
5,2010,291180,275231,566411
6,2010,288196,271852,560048
7,2010,285727,269760,555487
8,2010,287562,271143,558705
9,2010,292548,274644,567192
10,2010,287074,271122,558196
11,2010,287660,269801,557461
12,2010,286343,269437,555780
13,2010,287533,270100,557633
14,2010,287118,269237,556355
15,2010,290499,273040,563539
16,2010,296991,279655,576646
17,2010,307701,290241,597942
18,2010,308168,288974,597142
19,2010,311855,294029,605884
20,2010,309326,293154,602480
21,2010,314703,299503,614206
22,2010,306044,294223,600267
23,2010,307650,298617,606267
24,2010,316142,312002,628144
25,2010,323523,319476,642999
26,2010,331355,326861,658216
27,2010,342322,341941,684263
28,2010,346191,348499,694690
29,2010,357640,358789,716429
30,2010,371641,374959,746600
31,2010,394633,396477,791110
32,2010,410191,409155,819346
33,2010,430306,427759,858065
34,2010,449387,449988,899375
35,2010,467616,469274,936890
36,2010,465586,468143,933729
37,2010,471824,472505,944329
38,2010,476070,479630,955700
39,2010,473009,475282,948291
40,2010,486346,489586,975932
41,2010,482058,486062,968120
42,2010,483954,489262,973216
43,2010,491911,495515,987426
44,2010,491048,495552,986600
45,2010,497244,503045,1000289
46,2010,464886,474752,939638
47,2010,448706,460538,909244
48,2010,439708,452596,892304
49,2010,425889,439569,865458
50,2010,415954,429559,845513
51,2010,396499,412359,808858
52,2010,392751,409143,801894
53,2010,385779,402734,788513
54,2010,378780,396767,775547
55,2010,372378,392427,764805
56,2010,357278,374195,731473
57,2010,351302,371019,722321
58,2010,350622,371003,721625
59,2010,364549,385444,749993
60,2010,366604,388245,754849
61,2010,382337,406834,789171
62,2010,374164,398165,772329
63,2010,373839,400469,774308
64,2010,287995,311253,599248
65,2010,294812,321074,615886
66,2010,296051,327098,623149
67,2010,292785,326368,619153
68,2010,292233,330172,622405
69,2010,319144,363683,682827
70,2010,311724,358198,669922
71,2010,298766,349080,647846
72,2010,272553,323938,596491
73,2010,251240,306987,558227
74,2010,252049,313406,565455
75,2010,238282,304193,542475
76,2010,225328,294627,519955
77,2010,209318,284433,493751
78,2010,201448,282067,483515
79,2010,198693,287443,486136
80,2010,171202,257051,428253
81,2010,156783,247272,404055
82,2010,146611,235851,382462
83,2010,125872,219844,345716
84,2010,110219,204448,314667
85,2010,95379,188080,283459
86,2010,83358,173747,257105
87,2010,70011,158391,228402
88,2010,59444,136290,195734
89,2010,47648,117639,165287
90,2010,26278,66724,93002
91,2010,15826,43240,59066
92,2010,13105,37600,50705
93,2010,12546,37960,50506
94,2010,11813,37162,48975
95,2010,8798,29293,38091
96,2010,6281,21805,28086
97,2010,4264,15939,20203
98,2010,2539,10438,12977
99,2010,1616,6931,8547
100,2010,1951,9346,11297
0,2011,284926,268292,553218
1,2011,288996,272698,561694
2,2011,292330,276734,569064
3,2011,291096,274123,565219
4,2011,291559,274004,565563
5,2011,290356,271708,562064
6,2011,291568,275384,566952
7,2011,289164,272571,561735
8,2011,286656,270536,557192
9,2011,289425,272627,562052
10,2011,294729,276367,571096
11,2011,288823,272376,561199
12,2011,289857,271634,561491
13,2011,288632,271318,559950
14,2011,289631,271761,561392
15,2011,289271,270967,560238
16,2011,293035,274888,567923
17,2011,299729,281501,581230
18,2011,311417,292707,604124
19,2011,311455,292408,603863
20,2011,314447,298129,612576
21,2011,312378,298164,610542
22,2011,318409,305411,623820
23,2011,310614,300985,611599
24,2011,311672,304822,616494
25,2011,320881,318319,639200
26,2011,328163,325924,654087
27,2011,335702,332502,668204
28,2011,346365,347581,693946
29,2011,349372,352563,701935
30,2011,361153,362433,723586
31,2011,373974,377856,751830
32,2011,396521,398293,794814
33,2011,411439,411244,822683
34,2011,430001,431702,861703
35,2011,449630,452898,902528
36,2011,469717,472411,942128
37,2011,467035,471097,938132
38,2011,472523,475467,947990
39,2011,476753,482354,959107
40,2011,473709,478147,951856
41,2011,486811,492373,979184
42,2011,482861,489361,972222
43,2011,484452,492624,977076
44,2011,491850,498202,990052
45,2011,491111,498246,989357
46,2011,497280,505896,1003176
47,2011,464579,477191,941770
48,2011,448104,462956,911060
49,2011,438935,454693,893628
50,2011,425185,441620,866805
51,2011,415185,431636,846821
52,2011,395693,414395,810088
53,2011,392077,411259,803336
54,2011,384671,404190,788861
55,2011,377585,397845,775430
56,2011,371033,393238,764271
57,2011,355720,374737,730457
58,2011,349470,371063,720533
59,2011,348773,370683,719456
60,2011,362209,384880,747089
61,2011,364116,387857,751973
62,2011,379688,406334,786022
63,2011,371553,397477,769030
64,2011,370853,399412,770265
65,2011,285002,309954,594956
66,2011,291815,319607,611422
67,2011,292293,325189,617482
68,2011,288700,324140,612840
69,2011,287713,327531,615244
70,2011,313720,360445,674165
71,2011,305753,354816,660569
72,2011,292447,345690,638137
73,2011,266317,320479,586796
74,2011,244233,302571,546804
75,2011,244366,308260,552626
76,2011,230152,298435,528587
77,2011,216719,288418,505137
78,2011,200162,277061,477223
79,2011,191492,273713,465205
80,2011,187170,277831,465001
81,2011,160301,247053,407354
82,2011,144963,236524,381487
83,2011,132849,224073,356922
84,2011,113902,206958,320860
85,2011,99666,190600,290266
86,2011,85790,173739,259529
87,2011,74388,158557,232945
88,2011,60837,140742,201579
89,2011,50638,121334,171972
90,2011,40285,102945,143230
91,2011,21452,57204,78656
92,2011,12581,36323,48904
93,2011,10234,31168,41402
94,2011,9555,30787,40342
95,2011,8855,29881,38736
96,2011,6392,23388,29780
97,2011,4411,16894,21305
98,2011,2955,11785,14740
99,2011,1678,7529,9207
100,2011,2136,10970,13106
0,2012,276371,260976,537347
1,2012,284199,267521,551720
2,2012,288638,272305,560943
3,2012,291941,276194,568135
4,2012,291391,274233,565624
5,2012,292085,274353,566438
6,2012,290933,272236,563169
7,2012,292059,275749,567808
8,2012,289936,273229,563165
9,2012,287599,271383,558982
10,2012,290934,273859,564793
11,2012,296458,277727,574185
12,2012,290341,273613,563954
13,2012,291614,273119,564733
14,2012,290404,272846,563250
15,2012,291412,273193,564605
16,2012,291036,272355,563391
17,2012,295328,276474,571802
18,2012,302650,283674,586324
19,2012,314313,295815,610128
20,2012,313724,295950,609674
21,2012,316870,301848,618718
22,2012,315265,302850,618115
23,2012,321878,310649,632527
24,2012,314270,306373,620643
25,2012,315208,310013,625221
26,2012,324679,323551,648230
27,2012,332068,330562,662630
28,2012,339719,337857,677576
29,2012,349950,351057,701007
30,2012,353336,355580,708916
31,2012,363126,364182,727308
32,2012,375143,378094,753237
33,2012,396956,398956,795912
34,2012,410140,414062,824202
35,2012,429620,432952,862572
36,2012,451155,454385,905540
37,2012,470442,473688,944130
38,2012,467274,472566,939840
39,2012,472647,476752,949399
40,2012,476599,483711,960310
41,2012,473604,479402,953006
42,2012,486491,493757,980248
43,2012,482755,491145,973900
44,2012,484173,494596,978769
45,2012,491314,499410,990724
46,2012,490521,499519,990040
47,2012,496739,507206,1003945
48,2012,463790,478411,942201
49,2012,447093,464036,911129
50,2012,438002,455521,893523
51,2012,424271,442372,866643
52,2012,414236,432383,846619
53,2012,394705,415177,809882
54,2012,391094,411933,803027
55,2012,383438,404472,787910
56,2012,376209,398011,774220
57,2012,369584,393072,762656
58,2012,353981,374446,728427
59,2012,347559,370375,717934
60,2012,346670,369855,716525
61,2012,359837,383904,743741
62,2012,361558,386823,748381
63,2012,376695,405061,781756
64,2012,368344,396227,764571
65,2012,367416,397814,765230
66,2012,281885,308433,590318
67,2012,288280,317979,606259
68,2012,288316,323143,611459
69,2012,284304,321761,606065
70,2012,282976,324795,607771
71,2012,307960,357098,665058
72,2012,299524,351158,650682
73,2012,285869,341772,627641
74,2012,259553,316296,575849
75,2012,237140,297983,535123
76,2012,236452,302676,539128
77,2012,221687,292181,513868
78,2012,207810,281554,489364
79,2012,190524,269405,459929
80,2012,181207,264941,446148
81,2012,174754,267765,442519
82,2012,149547,236652,386199
83,2012,133558,225044,358602
84,2012,117944,211647,329591
85,2012,102648,193449,296097
86,2012,89057,176259,265316
87,2012,75568,158729,234297
88,2012,64787,142577,207364
89,2012,51941,122092,174033
90,2012,42398,105576,147974
91,2012,33288,88526,121814
92,2012,17333,48310,65643
93,2012,9992,30023,40015
94,2012,7914,25347,33261
