Età,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1,Totale maschi -2,Totale femmine -2,Totale -2,Totale maschi -3,Totale femmine -3,Totale -3,Totale maschi -4,Totale femmine -4,Totale -4,Totale maschi -5,Totale femmine -5,Totale -5
5,2023,240388,226752,467140,245640,233044,478684,253592,239726,493318,256796,242348,499144,260616,246502,507118,272287,257429,529716
6,2023,247005,234312,481317,252296,238523,490819,257712,243319,501031,260833,246458,507291,272398,257211,529609,276525,261051,537576
7,2023,253577,239574,493151,260055,245536,505591,262489,247948,510437,272305,257168,529473,276672,261137,537809,285109,268393,553502
8,2023,261164,246566,507730,263845,249119,512964,273619,258440,532059,276769,261133,537902,285251,268440,553691,289604,273114,562718
9,2023,264925,250184,515109,275299,259960,535259,278649,262846,541495,285537,268609,554146,289719,273327,563046,292160,276713,568873
10,2023,276385,260983,537368,280091,264218,544309,287198,269994,557192,289596,273168,562764,292417,276854,569271,292094,275230,567324
11,2023,281120,265099,546219,288645,271368,560013,291582,274675,566257,292556,276781,569337,292452,275360,567812,292925,275158,568083
12,2023,289714,272242,561956,292919,275957,568876,294561,278502,573063,292641,275384,568025,293239,275337,568576,291228,273250,564478
13,2023,294025,276869,570894,295957,279801,575758,294772,277231,572003,293544,275519,569063,291565,273470,565035,293251,276933,570184
14,2023,297185,280786,577971,296180,278508,574688,295760,277420,573180,292112,273759,565871,293836,277332,571168,291323,274611,565934
15,2023,297394,279486,576880,297220,278674,575894,294449,275666,570115,294506,277704,572210,292016,274845,566861,289397,272785,562182
16,2023,298845,279547,578392,295963,276845,572808,296085,278695,574780,292771,275235,568006,290476,273141,563617,293398,275243,568641
17,2023,298641,277701,576342,299478,280939,580417,294149,275524,569673,291807,273582,565389,295127,275663,570790,302253,279736,581989
18,2023,304193,282146,586339,295158,274550,569708,292774,273389,566163,298000,276707,574707,306068,280805,586873,302995,276335,579330
19,2023,300052,277103,577155,294218,273072,567290,299358,276924,576282,308381,282363,590744,307554,277981,585535,310352,276933,587285
20,2023,298116,275666,573782,299483,276153,575636,309949,282960,592909,308189,279269,587458,313559,278559,592118,307475,277991,585466
